"name","weg","age_of_death","smoothie"
"Adam Mickiewicz 197250","Korzeń lotosu",62,"FALSE"
"Sherlock Holmes 62711","Koper włoski",79,"TRUE"
"Omega Red 189986","Słodka kukurydza",44,"TRUE"
"Taskmaster 104650","Burak",72,"FALSE"
"Jessica Jones 78768","Melon",79,"TRUE"
"Luke Skywalker 141297","Fasola żuraw",74,"FALSE"
"Jessica Jones 23195","Fenkuł",83,"FALSE"
"Baron Zemo 142231","Jicama",70,"FALSE"
"Taskmaster 160828","Mniszek lekarski",88,"FALSE"
"Dora the Explorer 158293","Lufa",80,"TRUE"
"Hawkeye 150205","Żółta cukinia",71,"FALSE"
"Elsa 89498","Groch cukrowy",65,"TRUE"
"Black Widow 48445","Seler",91,"TRUE"
"Robin Hood 9401","Sałata rzymska",97,"FALSE"
"Mufasa 101381","Kapusta napa",68,"FALSE"
"Hawkeye 107999","Rukola",69,"FALSE"
"Struś Pędziwiatr 105767","Portulaka",75,"TRUE"
"Jean Grey 9075","Szpinak",74,"TRUE"
"Czerwony Kapturek 50485","Koper włoski",69,"TRUE"
"Beast 7479","Kard",56,"FALSE"
"Nightcrawler 95970","Zucchini",93,"TRUE"
"Red Skull 59542","Endywia belgijska",107,"FALSE"
"Lady Deathstrike 163768","Por",81,"FALSE"
"Cyclops 182636","Brzoskwinia",65,"FALSE"
"Harry Potter 25769","Ogórek",63,"FALSE"
"Tom and Jerry 121376","Sorrel",93,"TRUE"
"Magneto 53755","Kukurydza",84,"TRUE"
"Valeria Richards 81369","Fenkuł",93,"TRUE"
"Harry Potter 109444","Chrzan",64,"TRUE"
"BB-8 69600","Rukola",88,"TRUE"
"Rogue 112997","Kapusta napa",80,"TRUE"
"Doctor Strange 55528","Por",84,"TRUE"
"Angelica Pickles 195183","Marchew",113,"TRUE"
"Harry Potter 50405","Sałata",79,"TRUE"
"Colossus 131315","Chayote",80,"TRUE"
"Stan Laurel 197009","Rzodkiew",66,"TRUE"
"Silver Surfer 100066","Kapusta",70,"FALSE"
"Batman 72677","Sałata rzymska",76,"TRUE"
"Sherlock Holmes 49952","Groch czarnooki",59,"FALSE"
"Wasp 35698","Żółta cukinia",74,"TRUE"
"Lady Deathstrike 116834","Arbuz",91,"TRUE"
"Red Skull 154449","Jicama",87,"FALSE"
"Cable 134761","Koper",65,"TRUE"
"Diego 92182","Ziemniak",65,"TRUE"
"Drake 18793","Karczoch",101,"TRUE"
"Kubuś Puchatek 24032","Por",64,"FALSE"
"Lady Deathstrike 104746","Arbuz",61,"FALSE"
"Papa Smerf 197797","Endywia belgijska",74,"TRUE"
"Daffy Duck 130366","Kiełki fasoli",69,"TRUE"
"Valeria Richards 135830","Ogórek",71,"TRUE"
"Gamora 191022","Fasola gołębia",94,"TRUE"
"Joe 57422","Cukinia",75,"TRUE"
"Silver Surfer 77408","Marchew",68,"TRUE"
"Barack Obama 93986","Kapusta",76,"TRUE"
"Bishop 71506","Sałata",71,"TRUE"
"The Vision 126925","Mâche",75,"FALSE"
"Dora the Explorer 160249","Papryczka chili",78,"FALSE"
"Patrick Star 143506","Fasola gołębia",92,"TRUE"
"Adam Mickiewicz 92474","Kapusta napa",81,"TRUE"
"Lara Croft 8099","Jarmuż",86,"TRUE"
"Apocalypse 123462","Fasola żuraw",77,"TRUE"
"Superman 119275","Endywia",85,"TRUE"
"Indiana Jones 78351","Kiełki fasoli",107,"TRUE"
"Harry Potter 14895","Papryka żółta",76,"FALSE"
"C-3PO 73147","Czosnek",83,"FALSE"
"Victor Von Doom 138864","Cykoria",69,"TRUE"
"Thanos 184010","Brokuł",65,"TRUE"
"Struś Pędziwiatr 3270","Pędy bambusa",57,"FALSE"
"Cezary Pazura 20661","Wodna cress",92,"TRUE"
"Lady Deathstrike 150632","Sałata",66,"TRUE"
"Elsa 33255","Papryka zielona",78,"TRUE"
"Poseidon 46973","Fasola adzuki",78,"TRUE"
"Jessica Jones 79863","Groch cukrowy",76,"TRUE"
"Laa-Laa 76455","Papryka czerwona",76,"TRUE"
"Hawkeye 85189","Fasola zwykła",83,"TRUE"
"Captain America 19432","Kapusta musztardowa",99,"FALSE"
"Ant-Man 73994","Kolendra",78,"FALSE"
"Ghost Rider 173701","Portulaka",78,"TRUE"
"Angelica Pickles 118377","Endywia",90,"FALSE"
"Boots 36198","Brukselka",82,"TRUE"
"Król Julian 194588","Pędy groszku",91,"TRUE"
"Deadpool 125343","Fenkuł",92,"TRUE"
"Victor Von Doom 69764","Banan",71,"TRUE"
"Shuri 25844","Orzech wodny",94,"TRUE"
"BB-8 69324","Fasola gołębia",76,"FALSE"
"Falcon 105532","Kapusta musztardowa",68,"TRUE"
"Ursula 7528","Rzodkiew",32,"FALSE"
"Joe 43512","Trawa cytrynowa",92,"FALSE"
"Wasp 137830","Kalafior",82,"FALSE"
"Anna 197313","Fasolka szparagowa",82,"TRUE"
"Czerwony Kapturek 64146","Koper włoski",72,"FALSE"
"Angelica Pickles 173664","Mniszek lekarski",70,"FALSE"
"Shuri 43935","Fenkuł",53,"FALSE"
"Dr Watson 183808","Fasola gołębia",78,"FALSE"
"Shuri 54525","Karczoch",78,"FALSE"
"Nightcrawler 51064","Mniszek lekarski",85,"TRUE"
"Poseidon 91169","Burak",70,"TRUE"
"Alicja z Krainy Czarów 121241","Radicchio",76,"FALSE"
"Swiper 89181","Radicchio",74,"TRUE"
"Stan Laurel 143202","Melon",71,"FALSE"
"Lara Croft 5895","Słodka kukurydza",86,"FALSE"
"Rapunzel 87877","Fasolka szparagowa",88,"FALSE"
"Joker 125660","Portulaka",60,"FALSE"
"Walt Disney 38420","Banan",65,"TRUE"
"Tinky Winky 3555","Fasolka szparagowa",67,"TRUE"
"Drax 168537","Sałata",82,"TRUE"
"Magenta 1508","Wodna cress",83,"TRUE"
"Juggernaut 147836","Fenkuł",68,"TRUE"
"Goofy 185033","Kapusta",102,"TRUE"
"Johnny Depp 68091","Żółta cukinia",65,"FALSE"
"Hades 57730","Chińska kapusta",70,"TRUE"
"Robin Hood 103963","Kolendra",70,"FALSE"
"Kang the Conqueror 41988","Grzyb",59,"TRUE"
"Laa-Laa 111518","Bakłażan",92,"FALSE"
"Tom and Jerry 33347","Rzodkiew",78,"TRUE"
"Psylocke 185742","Lufa",64,"TRUE"
"Marta Żmuda-Trzebiatowska 86234","Brukselka",68,"FALSE"
"Rapunzel 146699","Słodka kukurydza",67,"TRUE"
"Psylocke 75482","Bataty",63,"FALSE"
"Simba 128091","Dynia kabocha",87,"TRUE"
"Victor Von Doom 54456","Endywia",92,"FALSE"
"Cezary Pazura 61176","Chińska kapusta",66,"FALSE"
"Ursula 1809","Fenkuł",76,"FALSE"
"Król Julian 96427","Wodna cress",60,"TRUE"
"Fryderyk Chopin 111380","Ogórek",76,"FALSE"
"Invisible Woman 186615","Żółta cukinia",101,"TRUE"
"Diego 4628","Pietruszka",69,"FALSE"
"Scar 10045","Żółta cukinia",79,"TRUE"
"Magenta 18448","Radicchio",86,"FALSE"
"Luke Cage 23092","Pietruszka",65,"FALSE"
"Tupac Shakur 177802","Cukinia",47,"FALSE"
"BB-8 187609","Pędy groszku",76,"FALSE"
"Star-Lord 134603","Groch czarnooki",89,"TRUE"
"Lady Deathstrike 48122","Fasola gołębia",69,"FALSE"
"Xavier 129097","Liście mniszka",74,"FALSE"
"Squidward Tentacles 4812","Małe marchewki",84,"FALSE"
"Daffy Duck 35200","Fasola haricot vert",69,"TRUE"
"Nightcrawler 44892","Endywia",73,"FALSE"
"Shuri 162874","Por",76,"TRUE"
"Simba 5014","Bazylia tajska",65,"FALSE"
"Hulk 105527","Chińska kapusta",39,"FALSE"
"Dr Watson 38898","Bakłażan",64,"TRUE"
"Storm 1165","Ogórek melona",86,"FALSE"
"Myszka Miki 12006","Szpinak",57,"TRUE"
"Phoenix 187815","Pietruszka",55,"TRUE"
"Angelica Pickles 71860","Papryka zielona",72,"FALSE"
"Daredevil 69034","Papryczka chili",66,"TRUE"
"Mufasa 53394","Sorrel",58,"TRUE"
"Darth Maul 69193","Jarmuż",84,"TRUE"
"Anna 35724","Papryka czerwona",93,"FALSE"
"Moana 19627","Melon",67,"FALSE"
"Walt Disney 192991","Fasola żuraw",93,"TRUE"
"Bob Budowniczy 169234","Liście mniszka",104,"FALSE"
"Phoenix 75430","Groch czarnooki",77,"FALSE"
"Swiper 123140","Papryka czerwona",62,"TRUE"
"Jafar 64598","Szparagi",45,"TRUE"
"Hercules 139877","Sorrel",107,"TRUE"
"Sven 100536","Jicama",89,"FALSE"
"Juggernaut 29580","Cebula dymka",81,"FALSE"
"Jim Morrison 162489","Sałata",70,"FALSE"
"Howard the Duck 151532","Tymianek",59,"FALSE"
"Xavier 131677","Sałata",96,"TRUE"
"Olaf 60646","Orzech wodny",88,"FALSE"
"Koziołek Matołek 129911","Seler",87,"FALSE"
"Ant-Man 130721","Kalarepa",77,"TRUE"
"Walt Disney 170905","Groch czarnooki",81,"FALSE"
"Laa-Laa 107442","Radicchio",74,"FALSE"
"Joe 73786","Kapusta musztardowa",100,"TRUE"
"Legolas 164146","Groch czarnooki",52,"TRUE"
"Bishop 172981","Małe marchewki",61,"TRUE"
"Drake 110419","Sorrel",81,"TRUE"
"Okoye 47095","Chrzan",74,"TRUE"
"Bugs Bunny 107187","Cress",77,"TRUE"
"Darth Maul 127862","Fenkuł",109,"FALSE"
"Blade 146680","Papryka żółta",70,"TRUE"
"Patrick Star 71649","Sałata rzymska",71,"FALSE"
"Joe 6149","Kard",68,"TRUE"
"Spiderman 147067","Melon",90,"TRUE"
"Oliver Hardy 198465","Sałata rzymska",90,"FALSE"
"Iron Fist 186776","Mâche",77,"FALSE"
"Kojot Wile E. 25642","Endywia belgijska",84,"TRUE"
"Chuckie Finster 134694","Cress",37,"TRUE"
"Walt Disney 145039","Korzeń taro",81,"FALSE"
"Doctor Doom 11555","Brukselka",65,"TRUE"
"Blues Clues 181141","Rzodkiew",45,"TRUE"
"Mr. Fantastic 99438","Kale",83,"FALSE"
"Leonardo da Vinci 12660","Rukiew wodna",76,"FALSE"
"Drake 169225","Orzech wodny",84,"TRUE"
"Anna 163176","Sałata rzymska",82,"TRUE"
"Gamora 111418","Kukurydza",83,"FALSE"
"Jafar 140252","Papryka",79,"FALSE"
"Darth Vader 196830","Kalafior",96,"FALSE"
"C-3PO 2032","Papryka",82,"TRUE"
"Professor X 128501","Kukurydza",76,"FALSE"
"Harry Potter 129147","Cukier trzcinowy",79,"TRUE"
"Vision 24891","Rabarbar",66,"FALSE"
"Drake 91915","Por",60,"TRUE"
"Tommy Pickles 135340","Mâche",93,"FALSE"
"Stan Laurel 2806","Marchew",98,"TRUE"
"Rapunzel 74866","Cebula",76,"FALSE"
"Cable 186441","Bakłażan",69,"TRUE"
"Chuckie Finster 140231","Chayote",84,"TRUE"
"The Vision 2390","Marchew",83,"TRUE"
"Juliusz Słowacki 64981","Żółta cukinia",98,"TRUE"
"Czerwony Kapturek 141134","Fasola haricot vert",93,"FALSE"
"Wasp 97231","Cebula",103,"FALSE"
"Marta Żmuda-Trzebiatowska 137160","Kalafior",100,"FALSE"
"Lara Croft 176411","Jarmuż",92,"TRUE"
"Scar 119442","Fenkuł",79,"TRUE"
"Goofy 106099","Rukola",82,"FALSE"
"Papa Smerf 27667","Rzodkiew daikon",111,"FALSE"
"Galactus 137417","Banan",59,"FALSE"
"Twjózek 53556","Fasola haricot vert",81,"TRUE"
"Moana 67758","Kolendra",81,"FALSE"
"Królewna Śnieżka 30530","Brokuł",94,"FALSE"
"Blues Clues 134586","Szparagi",77,"TRUE"
"Thor 31775","Pomidor",70,"FALSE"
"Chewbacca 5292","Fasola gołębia",62,"TRUE"
"Alicja z Krainy Czarów 134991","Taro",72,"FALSE"
"Juliusz Słowacki 196397","Cebula",78,"FALSE"
"Black Widow 36016","Pietruszka",80,"FALSE"
"Apocalypse 183991","Żółta cukinia",64,"FALSE"
"Iron Man 183898","Rzepak",68,"TRUE"
"Rogue 99304","Rukola",69,"TRUE"
"Kuba Wojewódzki 108006","Lufa",67,"FALSE"
"Pablo Escabar 103313","Kukurydza",72,"TRUE"
"Jar Jar Binks 144715","Cress",78,"FALSE"
"Boots 85769","Sól morska",69,"TRUE"
"Domino 116386","Seler",67,"TRUE"
"Charlie Chaplin 135285","Korzeń lotosu",106,"TRUE"
"Olaf 148939","Koper włoski",75,"FALSE"
"Doug Funnie 4284","Burak",61,"FALSE"
"Dipsy 164449","Kapusta musztardowa",74,"FALSE"
"Dr Watson 8420","Szparagi",81,"FALSE"
"Black Widow 116468","Kalarepa",74,"TRUE"
"Daredevil 121425","Chińska kapusta",95,"TRUE"
"Kristoff 174633","Słodka kukurydza",79,"FALSE"
"Bugs Bunny 182441","Szczypiorek",62,"TRUE"
"She-Hulk 179827","Grzyb",68,"TRUE"
"Magneto 190862","Cukier trzcinowy",69,"TRUE"
"Phoenix 145364","Bazylia tajska",78,"FALSE"
"Xavier 135690","Rabarbar",76,"FALSE"
"Magneto 133081","Ziemniak",93,"TRUE"
"DarekTakiTam 145482","Sałata",57,"TRUE"
"Vision 137804","Jarmuż",84,"TRUE"
"Jafar 8485","Jabłko",54,"FALSE"
"The Thing 113776","Ziemniak",75,"TRUE"
"Galactus 107849","Kard",80,"TRUE"
"Rogue 198278","Pasternak",63,"FALSE"
"Hades 119878","Szparagi",85,"FALSE"
"Ursula 5822","Korzeń taro",88,"FALSE"
"Marilyn Monroe 94676","Papryka żółta",75,"FALSE"
"Erik Killmonger 61742","Pietruszka",61,"FALSE"
"Steve 182987","Jabłko",67,"TRUE"
"Beast 128951","Jabłko",71,"TRUE"
"War Machine 73318","Pędy bambusa",79,"TRUE"
"Królewna Śnieżka 122529","Fasolka szparagowa",88,"TRUE"
"Bugs Bunny 87255","Brokuł",63,"FALSE"
"Patrick Star 77822","Rukola",56,"TRUE"
"Deadpool 180305","Kalafior",96,"TRUE"
"Asterix 51316","Mniszek lekarski",77,"FALSE"
"Papa Smerf 15451","Marchew",68,"TRUE"
"Aladyn 8778","Ogórek melona",99,"FALSE"
"Twjózek 117500","Zucchini",76,"TRUE"
"Storm 93207","Groch czarnooki",80,"FALSE"
"Swiper 83553","Sałata",70,"FALSE"
"She-Hulk 183041","Papryka",98,"TRUE"
"Patrick Star 103871","Burak liściowy",82,"TRUE"
"Sven 105791","Cebula",60,"TRUE"
"Groot 5010","Papryka zielona",74,"FALSE"
"Helena 183722","Cebula dymka",66,"TRUE"
"Oliver Hardy 73943","Kapusta napa",110,"FALSE"
"Robert Lewandowski 8031","Chińska kapusta",100,"FALSE"
"Jim Morrison 175105","Groch cukrowy",70,"FALSE"
"Drake 7712","Rzodkiew daikon",65,"FALSE"
"Cezary Pazura 190773","Małe marchewki",83,"FALSE"
"Joker 168645","Rzepak",79,"TRUE"
"Stan Laurel 6032","Lufa",66,"FALSE"
"Blues Clues 9743","Wodna cress",57,"FALSE"
"Kristoff 176034","Liście mniszka",60,"FALSE"
"Moana 67396","Bataty",94,"TRUE"
"Olaf 79730","Chińska kapusta",72,"FALSE"
"Harry Potter 169935","Kapusta musztardowa",97,"FALSE"
"Captain America 149912","Słodka kukurydza",83,"TRUE"
"Apocalypse 67649","Jarmuż",95,"FALSE"
"Bob Budowniczy 33694","Groch cukrowy",85,"FALSE"
"Gandalf 168471","Kalarepa",55,"TRUE"
"Darth Vader 20699","Papryka zielona",69,"TRUE"
"Thanos 117125","Pasternak",76,"FALSE"
"Koziołek Matołek 99075","Rukiew wodna",63,"TRUE"
"War Machine 124869","Bazylia tajska",80,"TRUE"
"Invisible Woman 69283","Koper włoski",69,"FALSE"
"Swiper 90290","Rabarbar",92,"TRUE"
"Cyclops 36603","Pomidor",70,"FALSE"
"Twjózek 14812","Szparagi",93,"TRUE"
"Peter Pan 63941","Fasola Lima",70,"TRUE"
"Koziołek Matołek 40357","Żółta cukinia",91,"FALSE"
"Mr. Fantastic 15244","Pomidor",90,"TRUE"
"Xavier 161510","Bataty",73,"FALSE"
"Johnny Depp 28537","Pietruszka",70,"FALSE"
"Psylocke 68156","Chińska kapusta",76,"FALSE"
"Cezary Pazura 190896","Kale",77,"TRUE"
"James Bond 130651","Pomidor",78,"FALSE"
"Mr. Krabs 11639","Papryka zielona",68,"TRUE"
"Jar Jar Binks 95826","Sałata rzymska",56,"FALSE"
"SpongeBob SquarePants 5882","Pędy bambusa",104,"FALSE"
"Quicksilver 135229","Burak liściowy",86,"FALSE"
"Anna 114711","Endywia",67,"TRUE"
"Kermit the Frog 163561","Ziemniak",90,"FALSE"
"Darth Maul 78723","Bazylia tajska",87,"FALSE"
"Hulk 74651","Melon",58,"FALSE"
"Kojot Wile E. 83699","Papryka",78,"TRUE"
"Legolas 139214","Radicchio",60,"FALSE"
"Superman 199344","Brukselka",67,"FALSE"
"Leia Organa 90725","Papryka zielona",91,"TRUE"
"Genie 186005","Kalafior",88,"TRUE"
"Baron Zemo 79500","Chrzan",75,"FALSE"
"Frodo Baggins 111867","Słodka kukurydza",72,"TRUE"
"Wasp 199625","Imbir",96,"TRUE"
"Olaf 45889","Por",79,"FALSE"
"Nick Fury 186283","Kapusta napa",60,"FALSE"
"Luke Cage 123921","Fasola gołębia",81,"TRUE"
"Bishop 71394","Mâche",56,"FALSE"
"Jessica Jones 168248","Arbuz",114,"FALSE"
"Genie 89047","Radicchio",71,"FALSE"
"Rogue 43014","Szczypiorek",85,"FALSE"
"Sven 81369","Papryczka chili",59,"TRUE"
"Scar 40658","Chayote",67,"FALSE"
"Walt Disney 135047","Endywia belgijska",66,"FALSE"
"Robin Hood 161296","Fasola gołębia",73,"FALSE"
"Dr Watson 176078","Fasola adzuki",57,"TRUE"
"Olaf 128647","Chayote",69,"TRUE"
"Victor Von Doom 143266","Seler korzeniowy",86,"TRUE"
"Kristoff 117395","Banan",67,"TRUE"
"Legolas 154853","Orzech wodny",78,"FALSE"
"Elvis Presley 174262","Wodna cress",71,"TRUE"
"Jar Jar Binks 6799","Jabłko",108,"TRUE"
"Kojot Wile E. 193512","Taro",91,"FALSE"
"Apocalypse 17297","Jarmuż",63,"FALSE"
"Genie 85133","Cebula dymka",83,"FALSE"
"Squidward Tentacles 54070","Koper",59,"TRUE"
"Mr. Krabs 107550","Wodna cress",66,"TRUE"
"Doctor Doom 44104","Rzodkiew daikon",72,"FALSE"
"Silver Surfer 26675","Banan",81,"FALSE"
"Spiderman 123178","Cebula dymka",66,"TRUE"
"Pablo Escabar 195980","Ogórek melona",101,"FALSE"
"Fryderyk Chopin 128613","Papryka",99,"FALSE"
"Kojot Wile E. 31931","Papryka czerwona",69,"TRUE"
"Gamora 99795","Papryczka chili",80,"FALSE"
"Spiderman 49776","Fasola zwykła",107,"FALSE"
"Kermit the Frog 126637","Grzyb",101,"FALSE"
"Franklin Richards 199498","Koper włoski",90,"FALSE"
"Colossus 44164","Fasola Lima",63,"FALSE"
"Luke Skywalker 27037","Trawa cytrynowa",77,"FALSE"
"Storm 92075","Pomidor",83,"FALSE"
"Human Torch 138218","Sorrel",83,"TRUE"
"Tupac Shakur 15268","Papryka",92,"TRUE"
"Zeus 155588","Kapusta napa",70,"FALSE"
"Ursula 8219","Fasola gołębia",82,"FALSE"
"Groot 68190","Groch cukrowy",94,"FALSE"
"Robin Hood 29094","Chrzan",96,"TRUE"
"Apocalypse 144372","Por",91,"FALSE"
"Asterix 134827","Melon",105,"TRUE"
"Notorious B.I.G. 21721","Kapusta",54,"FALSE"
"Czerwony Kapturek 30066","Banan",63,"FALSE"
"Valeria Richards 124","Kapusta",62,"TRUE"
"The Vision 20535","Kalarepa",85,"FALSE"
"Notorious B.I.G. 49012","Wodna cress",61,"FALSE"
"Scarlet Witch 159453","Jabłko",96,"FALSE"
"The Vision 19348","Papryka czerwona",94,"TRUE"
"Elsa 61988","Arbuz",92,"FALSE"
"Babcia Ela 75088","Papryka",88,"FALSE"
"DarekTakiTam 129327","Chrzan",73,"FALSE"
"Kermit the Frog 37280","Korzeń lotosu",88,"FALSE"
"Wolverine 195785","Kale",91,"TRUE"
"Black Widow 133258","Papryka zielona",61,"FALSE"
"Jasmine 69587","Jarmuż",93,"FALSE"
"Kubuś Puchatek 97127","Szpinak",97,"FALSE"
"Gamora 74126","Fasola mung",92,"TRUE"
"Doug Funnie 126341","Jicama",85,"TRUE"
"Anna 166723","Kapusta musztardowa",60,"TRUE"
"Kristoff 147014","Arbuz",74,"FALSE"
"Red Skull 28344","Groch cukrowy",97,"FALSE"
"Howard the Duck 176181","Trawa cytrynowa",78,"TRUE"
"BB-8 108611","Pędy groszku",65,"FALSE"
"Franklin Richards 39077","Kale",58,"TRUE"
"Invisible Woman 131143","Lufa",80,"FALSE"
"Skeeter Valentine 55587","Szparagi",100,"FALSE"
"Dr Watson 47094","Brukselka",58,"TRUE"
"Jar Jar Binks 93782","Trawa cytrynowa",64,"FALSE"
"Joe 199465","Fasolka szparagowa",97,"TRUE"
"Jar Jar Binks 125545","Cress",90,"FALSE"
"Fryderyk Chopin 56489","Kale",79,"TRUE"
"Superman 192731","Kard",90,"TRUE"
"Han Solo 38070","Cukinia",76,"TRUE"
"Franklin Richards 110552","Cebula dymka",78,"FALSE"
"Cable 36850","Pietruszka",97,"TRUE"
"Mr. Krabs 160388","Banan",53,"TRUE"
"Star-Lord 124830","Sól morska",98,"TRUE"
"Chuckie Finster 555","Seler korzeniowy",65,"FALSE"
"Domino 130322","Chrzan",81,"FALSE"
"Blues Clues 143671","Kukurydza",68,"TRUE"
"Star-Lord 107823","Radicchio",70,"TRUE"
"Gollum 103867","Arbuz",72,"TRUE"
"Elvis Presley 154940","Tymianek",95,"FALSE"
"Dr Watson 61100","Kalarepa",81,"FALSE"
"Tinky Winky 199753","Pędy groszku",73,"FALSE"
"Kristoff 99573","Bazylia tajska",87,"FALSE"
"Notorious B.I.G. 15890","Papryka czerwona",84,"FALSE"
"Beast 27354","Brzoskwinia",71,"TRUE"
"Diego 133554","Brzoskwinia",80,"FALSE"
"Domino 106852","Seler",58,"FALSE"
"Poseidon 126816","Seler korzeniowy",83,"TRUE"
"Gandalf 15257","Pasternak",77,"TRUE"
"Twjózek 4683","Fasola gołębia",83,"FALSE"
"Alicja z Krainy Czarów 142120","Seler",97,"FALSE"
"Bugs Bunny 116261","Sałata rzymska",96,"FALSE"
"The Thing 112352","Jicama",114,"TRUE"
"Bilbo Baggins 9642","Papryka żółta",63,"TRUE"
"Adam Mickiewicz 182318","Rukiew wodna",76,"FALSE"
"Tinky Winky 160735","Mâche",51,"TRUE"
"Jar Jar Binks 5976","Koper włoski",67,"FALSE"
"SpongeBob SquarePants 192969","Endywia",61,"FALSE"
"Notorious B.I.G. 88632","Rzodkiew",86,"TRUE"
"Walt Disney 127923","Mniszek lekarski",81,"TRUE"
"Luke Skywalker 100681","Pietruszka",78,"FALSE"
"Elvis Presley 78188","Groch cukrowy",68,"FALSE"
"Howard the Duck 109898","Groch cukrowy",59,"FALSE"
"Ariel 168301","Fasola gołębia",77,"TRUE"
"Patrick Star 27145","Kalafior",93,"FALSE"
"Quicksilver 6378","Papryczka chili",69,"FALSE"
"Doug Funnie 119350","Kapusta",77,"FALSE"
"Cyclops 168468","Rzepak",74,"FALSE"
"Genie 39240","Orzech wodny",71,"FALSE"
"Mr. Fantastic 4090","Żółta cukinia",75,"TRUE"
"Han Solo 20335","Taro",79,"TRUE"
"Struś Pędziwiatr 178296","Fasola gołębia",77,"TRUE"
"Marilyn Monroe 40822","Liście mniszka",42,"FALSE"
"Howard the Duck 174919","Grzyb",68,"FALSE"
"Steve 31209","Fasola adzuki",69,"TRUE"
"Iron Fist 47561","Koper",95,"FALSE"
"Bugs Bunny 116785","Portulaka",58,"TRUE"
"Victor Von Doom 17654","Pędy bambusa",83,"FALSE"
"Król Julian 100132","Koper włoski",102,"TRUE"
"Lara Croft 181096","Rzodkiew",79,"TRUE"
"Twjózek 127474","Ziemniak",87,"TRUE"
"Tupac Shakur 84117","Papryka żółta",89,"FALSE"
"Black Panther 176133","Papryka żółta",84,"FALSE"
"DarekTakiTam 67071","Żółta cukinia",90,"TRUE"
"Tinky Winky 133139","Czosnek",79,"FALSE"
"Storm 115833","Rabarbar",86,"TRUE"
"Galactus 188691","Mâche",95,"TRUE"
"Helena 159590","Lufa",53,"TRUE"
"Apocalypse 189162","Kolendra",76,"FALSE"
"Ant-Man 70047","Brukselka",58,"FALSE"
"Invisible Woman 69808","Szparagi",68,"TRUE"
"C-3PO 140614","Fasola Lima",82,"FALSE"
"Scar 44281","Brzoskwinia",84,"FALSE"
"Wolverine 112587","Pędy groszku",92,"FALSE"
"Rapunzel 36128","Ziemniak",71,"TRUE"
"Jasmine 135639","Grzyb",67,"FALSE"
"The Thing 108753","Cukinia",57,"FALSE"
"Boots 32876","Fenkuł",68,"TRUE"
"Omega Red 6434","Seler",62,"FALSE"
"Adam Mickiewicz 33234","Kukurydza",85,"FALSE"
"Adam Mickiewicz 165318","Słodka kukurydza",78,"TRUE"
"Winnie the Pooh 124948","Taro",46,"FALSE"
"Bruce Lee 191887","Mâche",84,"TRUE"
"Colossus 89306","Bazylia tajska",48,"FALSE"
"Scarlet Witch 128294","Karczoch",80,"TRUE"
"Jasmine 78065","Radicchio",95,"TRUE"
"Rogue 111320","Rzodkiew",69,"TRUE"
"Falcon 18716","Kapusta napa",75,"TRUE"
"Obelix 138335","Pędy bambusa",70,"FALSE"
"Tupac Shakur 90253","Karczoch",91,"TRUE"
"War Machine 194151","Chińska kapusta",96,"FALSE"
"Scarlet Witch 198809","Papryka czerwona",66,"TRUE"
"Madonna 34078","Kapusta napa",64,"TRUE"
"Gandalf 18782","Jarmuż",70,"FALSE"
"Helena 153655","Kukurydza",70,"TRUE"
"Barack Obama 178186","Jarmuż",103,"TRUE"
"Colossus 76213","Małe marchewki",55,"TRUE"
"Falcon 134632","Mniszek lekarski",89,"FALSE"
"Tinky Winky 118040","Słodka kukurydza",69,"FALSE"
"Ursula 60471","Wodna cress",84,"TRUE"
"Rapunzel 190275","Seler",63,"TRUE"
"Dora the Explorer 71825","Imbir",52,"FALSE"
"Okoye 35277","Mniszek lekarski",43,"TRUE"
"Indiana Jones 44100","Chińska kapusta",69,"FALSE"
"Hawkeye 198420","Fasola zwykła",83,"TRUE"
"Franklin Richards 164606","Jicama",80,"TRUE"
"Rocket Raccoon 193471","Karczoch",69,"FALSE"
"Doctor Doom 197409","Tymianek",63,"TRUE"
"Kubuś Puchatek 161718","Fasola mung",70,"FALSE"
"Jafar 150185","Ziemniak",96,"FALSE"
"Aragorn 10847","Cress",83,"TRUE"
"Sherlock Holmes 168083","Szczypiorek",70,"TRUE"
"Obelix 63310","Mniszek lekarski",74,"TRUE"
"Struś Pędziwiatr 41632","Jicama",76,"FALSE"
"Walt Disney 162816","Radicchio",78,"TRUE"
"Chuckie Finster 134182","Pędy groszku",67,"TRUE"
"Angelica Pickles 98450","Imbir",69,"TRUE"
"Leia Organa 90698","Papryczka chili",90,"TRUE"
"James Bond 37425","Bakłażan",80,"FALSE"
"Dr Watson 33687","Taro",66,"FALSE"
"James Bond 9506","Słodka kukurydza",80,"TRUE"
"Bilbo Baggins 61961","Pędy bambusa",71,"FALSE"
"Rapunzel 87847","Kukurydza",51,"FALSE"
"Gandalf 136917","Papryczka chili",83,"TRUE"
"Fryderyk Chopin 27452","Kalarepa",89,"TRUE"
"Ariel 180151","Cress",61,"TRUE"
"Star-Lord 141787","Cress",77,"FALSE"
"Mickey Mouse 191822","Endywia",66,"FALSE"
"Deadpool 135377","Arbuz",71,"FALSE"
"Kermit the Frog 82378","Żółta cukinia",90,"TRUE"
"Silver Surfer 38269","Kukurydza",74,"FALSE"
"Magenta 145241","Szczypiorek",83,"FALSE"
